AgencyCd,SiteNo,Time,Original Parameter,Original Direction,Original Unit,Original Value,Accuracy Unit,Accuracy Value,Depth to Water Below Land Surface in ft.,Water level in feet relative to NAVD88,Comment,Observation Method,Data Provided by,
USGS,404518077575501,1967-01-18T12:00:00-00:00,,,ft,81.93,ft,Unknown,81.93,1064,,,
USGS,404518077575501,1968-01-18T00:00:00-00:00,,,ft,79.38,ft,Unknown,79.38,1067,,,
USGS,404518077575501,1968-01-19T00:00:00-00:00,,,ft,79.35,ft,Unknown,79.35,1067,,,
USGS,404518077575501,1968-01-20T00:00:00-00:00,,,ft,79.31,ft,Unknown,79.31,1067,,,
USGS,404518077575501,1968-01-21T00:00:00-00:00,,,ft,79.3,ft,Unknown,79.3,1067,,,
USGS,404518077575501,1968-01-22T00:00:00-00:00,,,ft,79.3,ft,Unknown,79.3,1067,,,
USGS,404518077575501,1968-01-23T00:00:00-00:00,,,ft,79.28,ft,Unknown,79.28,1067,,,
USGS,404518077575501,1968-01-24T00:00:00-00:00,,,ft,79.29,ft,Unknown,79.29,1067,,,
USGS,404518077575501,1968-01-25T00:00:00-00:00,,,ft,79.26,ft,Unknown,79.26,1067,,,
USGS,404518077575501,1968-01-26T00:00:00-00:00,,,ft,79.25,ft,Unknown,79.25,1067,,,
USGS,404518077575501,1968-01-27T00:00:00-00:00,,,ft,79.23,ft,Unknown,79.23,1067,,,
USGS,404518077575501,1968-01-28T00:00:00-00:00,,,ft,79.31,ft,Unknown,79.31,1067,,,
USGS,404518077575501,1968-01-29T00:00:00-00:00,,,ft,79.2,ft,Unknown,79.2,1067,,,
USGS,404518077575501,1968-01-30T00:00:00-00:00,,,ft,79.18,ft,Unknown,79.18,1067,,,
USGS,404518077575501,1968-01-31T00:00:00-00:00,,,ft,79.18,ft,Unknown,79.18,1067,,,
USGS,404518077575501,1968-02-01T00:00:00-00:00,,,ft,79.12,ft,Unknown,79.12,1067,,,
USGS,404518077575501,1968-02-02T00:00:00-00:00,,,ft,79.08,ft,Unknown,79.08,1067,,,
USGS,404518077575501,1968-02-03T00:00:00-00:00,,,ft,79.05,ft,Unknown,79.05,1067,,,
USGS,404518077575501,1968-02-04T00:00:00-00:00,,,ft,79.05,ft,Unknown,79.05,1067,,,
USGS,404518077575501,1968-02-05T00:00:00-00:00,,,ft,79.02,ft,Unknown,79.02,1067,,,
USGS,404518077575501,1968-02-06T00:00:00-00:00,,,ft,79.0,ft,Unknown,79.0,1067,,,
